#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,link,desc
53,Persian,Normal,,440,65,70,60,65,65,115,1,False,https://img.pokemondb.net/sprites/home/normal/persian.png,"Persian is a large, quadrupedal, feline Pokémon. Its fur is pale tan with the exception of its black-rimmed ears. It has a short muzzle with a small, black nose, red eyes with slit pupils, rounded ears, a pair of pointed teeth in its upper jaw, and three whiskers on either side of its face. Its thick whiskers are very sensitive to changes in air movements, enabling it to detect its prey by movement alone. In the center of its forehead is a red jewel. Its long tail has a distinctive curl at the end. Persian communicates with body language and holds its tail upright to signal its intention to pounce. It has long legs and three-toed paws with retractable claws. Persian's lithe muscles also enable it to walk without making a sound.
"
54,Psyduck,Water,,320,50,52,48,65,50,55,1,False,https://img.pokemondb.net/sprites/home/normal/psyduck.png,"Psyduck is a yellow Pokémon resembling a duck or a bipedal platypus. On top of its head are three thick strands of black hair, and it has a wide, flat cream-colored beak. Psyduck's eyes seem vacant and have tiny pupils. Its legs and tail are stubby, and it has cream-colored webbed feet. There are three claws on each of its hands.
"
55,Golduck,Water,,500,80,82,78,95,80,85,1,False,https://img.pokemondb.net/sprites/home/normal/golduck.png,"Golduck is a blue, bipedal, duck, or platypus-like Pokémon. It has red eyes, a cream-colored beak, a red gem in the center of its forehead, and four spikes on the back of its head. Its hands and feet all have three clawed digits with cream-colored webbing in-between. Its body is especially adapted to have a hydrodynamic shape, and it has a long tail that it uses as a rudder to steer. Golduck is sometimes mistaken for the Japanese monster, and physical inspiration for Golduck, the Kappa due to its general humanoid shape, beak, and webbed hands and feet.
"
56,Mankey,Fighting,,305,40,80,35,35,45,70,1,False,https://img.pokemondb.net/sprites/home/normal/mankey.png,"Mankey is a small, simian Pokémon, similar to a New World monkey. It is bipedal and has a round body covered in whitish, shaggy fur. Its nose is similar to a pig's snout, and it has narrow, red eyes and triangular ears with brown insides. Mankey's three-fingered hands, two-toed feet, and the tip of its curved, prehensile tail are brown.
"
57,Primeape,Fighting,,455,65,105,60,60,70,95,1,False,https://img.pokemondb.net/sprites/home/normal/primeape.png,"Primeape is a bipedal, simian Pokémon with a round body covered in light beige, shaggy fur. There is usually a throbbing vein on the left side of its forehead, and it has triangular ears with pink insides, narrow eyes with tiny pupils, and a pink, snout-like nose. Its arms and legs are brown and have metal shackles on the wrists and ankles. This is probably indicative of a method of training with weights. The hands have no visible fingers, instead resembling mittens or boxing gloves, and the feet have two toes.
"
58,Growlithe,Fire,,350,55,70,45,70,50,60,1,False,https://img.pokemondb.net/sprites/home/normal/growlithe.png,"Growlithe is a quadrupedal canine Pokémon. It has orange fur with black stripes along its back and legs. The fur on its muzzle, chest, belly, and tail is beige, as is an additional tuft of fur on top of its head. Growlithe's coat is noticeably longer on its chest and tail. It has gray eyes, a black nose, and large, round and triangular ears with beige interiors. Its forepaws have two visible claws, while its hind paws have three toes each. Each paw has a brown pad.
"
59,Arcanine,Fire,,555,90,110,80,100,80,95,1,False,https://img.pokemondb.net/sprites/home/normal/arcanine.png,"Arcanine is a quadrupedal, canine Pokémon with an orange pelt marked by jagged black stripes. It has diamond-shaped ears with beige insides, black eyes, a round, black nose, and two pointed teeth protruding from its upper jaw. Its head, muzzle, and chest are covered in shaggy, beige fur, except for two oval sections around each eye and ear. Long tufts of fur grow behind its elbows and around its ankles. Its underside is black, and it has a billowing, beige tail that is bent in the middle. Each paw has three toes and a round, pink pad.
"
60,Poliwag,Water,,300,40,50,40,40,40,90,1,False,https://img.pokemondb.net/sprites/home/normal/poliwag.png,"Poliwag is an amphibian Pokémon resembling a blue, spherical tadpole. It has large eyes and pink lips that can also act as suction cups for rocks. Its skin is very thin, but flexible and difficult to puncture. There is a black and white swirl on its abdomen, which is actually its internal organs showing through its semitransparent skin. The swirl is clearer following a meal and will have a white tinge if the Pokémon is affected by disease. The direction of the belly spiral differs by area; the equator is thought to have an effect on it.
"
61,Poliwhirl,Water,,385,65,65,65,50,50,90,1,False,https://img.pokemondb.net/sprites/home/normal/poliwhirl.png,"Poliwhirl is a blue, bipedal amphibian Pokémon with a spherical body. It has bulbous eyes that protrude from the top of its head. A black and white swirl covers its belly, which is actually its organs showing through its thin skin. It appears to have white gloves on its hands and rounded, digit-less feet. When out of water, it sweats to keep its skin moist and healthy. This keeps it covered in an oily fluid that allows it to slip away from enemies. All of its skin feels this way except where its swirl is, which is instead very smooth. The swirl on its belly undulates slowly and staring at it induces drowsiness.
"
62,Poliwrath,Water,Fighting,510,90,95,95,70,90,70,1,False,https://img.pokemondb.net/sprites/home/normal/poliwrath.png,"Poliwrath is a blue, bipedal amphibian Pokémon with a round body and muscular arms. It has bulbous eyes that protrude from the top of its head and its belly is covered by a white and black swirl. There appear to be white gloves on its hands, and it has rounded, digit-less feet.
"
63,Abra,Psychic,,310,25,20,15,105,55,90,1,False,https://img.pokemondb.net/sprites/home/normal/abra.png,"Abra is a bipedal mammalian Pokémon that is primarily yellow. Its face is kite-shaped with a small, pale yellow snout and two short, pointed ears with pale yellow interiors. Its wide eyes are normally closed. Abra's body is segmented with black skin is visible between its joints and along its neck. It has two brown, pauldron-shaped extensions on its shoulders, as well as a brown, fauld-like piece around its chest. It has three digits on each hand and foot, but its fingers considerably shorter than its toes. Two of its toes face forward and one faces backward. Its tail is thick and long, with a brown band located near the tip.
"
64,Kadabra,Psychic,,400,40,35,30,120,70,105,1,False,https://img.pokemondb.net/sprites/home/normal/kadabra.png,"Kadabra is a primarily yellow, slightly humanoid Pokémon with mammalian features. It has two long, pointed ears on top of its head, a red star on its forehead, narrow, deep-set eyes, and wide cheeks leading down to a thin snout. Extending from each side of its snout are two mustache-like tufts of fur; a male will have a longer mustache than a female. Kadabra's torso is segmented with bulky shoulders, a thick, brown chest, and a small abdomen marked by three red, wavy lines. Attached to the Pokémon's abdomen is a large, thick tail encircled with a brown band near its base. Its arms are thin with brown elbows and end in three-fingered hands with white claws. Its legs have prominent knees and large, three-toed feet, also ending in white claws. Two of its toes face forward and one backward. Kadabra is always seen carrying a silver spoon, which amplifies its telekinetic powers. A gold spoon does not work as an amplifier and Kadabra is only half as strong without a spoon.
"
65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False,https://img.pokemondb.net/sprites/home/normal/alakazam.png,"Alakazam is a slightly humanoid Pokémon with a large mustache. A female Alakazam has a significantly shorter mustache than a male. It has a long, thin snout, narrow eyes, ear-like spikes extending from the top of its head, and an additional spike protruding from each cheek. Covering its yellow, skeletal body are brown armor-like sections over its chest, shoulders, forearms, and knees. There are three toes on each foot, each of which has a white claw. Two of the toes face forward, while one faces backwards. It wields a silver spoon in each hand, which act as amplifiers for its psychic abilities. The spoons are created using its psychic powers and it may give one to someone it trusts.
"
65,AlakazamMega Alakazam,Psychic,,590,55,50,65,175,95,150,1,False,https://img.pokemondb.net/sprites/home/normal/alakazam-mega.png,
66,Machop,Fighting,,305,70,80,50,35,35,35,1,False,https://img.pokemondb.net/sprites/home/normal/machop.png,"Machop is a humanoid, bipedal Pokémon that has blue-gray skin. It has three brown ridges on top of its head, large red eyes, and a relatively flat face. On either side of its chest are three, thin, rib-like stripes. Its feet appear to have no toes, while its hands have five fingers. Machop also has a short, stubby tail.
"
67,Machoke,Fighting,,405,80,100,70,50,60,45,1,False,https://img.pokemondb.net/sprites/home/normal/machoke.png,"Machoke is a bipedal, humanoid Pokémon covered in blue-gray skin. It has a vaguely reptilian face with a short snout, narrow red eyes, and four pointed teeth visible inside its mouth. Two of these teeth are in the upper jaw, while two are in the lower jaw. On top of its head are three brown ridges. Its arms are muscular with dark red, vertical stripes on them. The lower part of its body has black markings that resemble briefs. It is always seen wearing a black and gold power-save belt resembling a championship belt. It possesses large pectoral muscles that protrude slightly over its belt.
"
68,Machamp,Fighting,,505,90,130,80,65,85,55,1,False,https://img.pokemondb.net/sprites/home/normal/machamp.png,"Machamp is a humanoid Pokémon with four well-muscled arms. It has bluish-gray skin, red eyes, and large, pale, yellow lips. On its head, there are three brown ridges right above its eyes. It has two arms on each side of its body: a pair located in the normal position, and another pair directly above that attaches on the top of the shoulders. It has black markings that resemble briefs and wears a golden power-save belt that resembles a championship belt. Its legs have considerable muscle tone, and its feet have two toes each.
"
